station_uuid,diesel,e5,e10,last_update
51d4b6ef-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T10:32:31+01:00
51d4b6f0-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T11:31:21+01:00
51d4b6f2-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T11:31:21+01:00
51d4b6f3-a095-1aa0-e100-80009459e03a,2.139,2.069,2.009,2026-03-12T11:16:09+01:00
51d4b6f5-a095-1aa0-e100-80009459e03a,2.059,2.019,1.959,2026-03-12T11:33:23+01:00
51d4b6f6-a095-1aa0-e100-80009459e03a,2.079,2.059,1.999,2026-03-12T11:48:35+01:00
51d4b6f7-a095-1aa0-e100-80009459e03a,2.109,2.039,1.979,2026-03-12T11:18:10+01:00
51d4b6f8-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T11:32:22+01:00
51d4b6f9-a095-1aa0-e100-80009459e03a,2.099,2.009,1.949,2026-03-12T10:31:30+01:00
51d4b6fa-a095-1aa0-e100-80009459e03a,2.069,2.019,1.959,2026-03-12T11:47:34+01:00
51d4b6fb-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T10:30:29+01:00
51d4b6fd-a095-1aa0-e100-80009459e03a,2.089,2.019,1.959,2026-03-12T10:46:42+01:00
51d4b6fe-a095-1aa0-e100-80009459e03a,2.129,2.069,2.009,2026-03-12T11:45:32+01:00
51d4b6ff-a095-1aa0-e100-80009459e03a,2.109,2.019,1.959,2026-03-12T11:45:32+01:00
51d4b700-a095-1aa0-e100-80009459e03a,2.109,2.009,1.949,2026-03-12T11:01:55+01:00
51d4b701-a095-1aa0-e100-80009459e03a,2.119,2.039,1.979,2026-03-12T10:31:30+01:00
51d4b702-a095-1aa0-e100-80009459e03a,2.089,2.029,1.969,2026-03-12T11:47:34+01:00
51d4b703-a095-1aa0-e100-80009459e03a,2.109,2.029,1.969,2026-03-12T11:32:22+01:00
51d4b705-a095-1aa0-e100-80009459e03a,2.009,1.919,1.859,2026-03-12T10:30:29+01:00
51d4b706-a095-1aa0-e100-80009459e03a,2.109,2.029,1.969,2026-03-12T11:31:21+01:00
51d4b707-a095-1aa0-e100-80009459e03a,2.049,2.009,1.949,2026-03-12T11:01:55+01:00
51d4b708-a095-1aa0-e100-80009459e03a,2.109,2.049,1.989,2026-03-12T11:18:10+01:00
51d4b709-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T11:18:10+01:00
51d4b70a-a095-1aa0-e100-80009459e03a,2.069,2.009,1.949,2026-03-12T11:48:35+01:00
51d4b70b-a095-1aa0-e100-80009459e03a,2.109,2.029,1.969,2026-03-12T11:45:32+01:00
51d4b70c-a095-1aa0-e100-80009459e03a,2.099,2.029,1.969,2026-03-12T11:46:33+01:00
51d4b70d-a095-1aa0-e100-80009459e03a,2.059,2.059,1.999,2026-03-12T11:49:35+01:00
51d4b70e-a095-1aa0-e100-80009459e03a,2.009,1.969,1.909,2026-03-12T11:45:32+01:00
51d4b70f-a095-1aa0-e100-80009459e03a,2.079,1.989,1.929,2026-03-12T11:18:10+01:00
51d4b710-a095-1aa0-e100-80009459e03a,2.119,2.029,1.969,2026-03-12T11:45:32+01:00
51d4b711-a095-1aa0-e100-80009459e03a,2.049,2.019,1.959,2026-03-12T11:33:23+01:00
51d4b712-a095-1aa0-e100-80009459e03a,2.099,2.049,1.989,2026-03-12T11:47:34+01:00
51d4b713-a095-1aa0-e100-80009459e03a,2.079,2.009,1.949,2026-03-12T11:01:55+01:00
51d4b714-a095-1aa0-e100-80009459e03a,2.059,2.009,1.949,2026-03-12T11:31:21+01:00
51d4b715-a095-1aa0-e100-80009459e03a,2.109,2.019,1.959,2026-03-12T11:46:33+01:00
51d4b716-a095-1aa0-e100-80009459e03a,2.119,2.079,2.019,2026-03-12T11:18:10+01:00
51d4b717-a095-1aa0-e100-80009459e03a,2.089,1.999,1.939,2026-03-12T10:30:29+01:00
51d4b718-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T11:47:34+01:00
51d4b719-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T10:46:42+01:00
51d4b71a-a095-1aa0-e100-80009459e03a,2.099,2.029,1.969,2026-03-12T10:33:31+01:00
51d4b71b-a095-1aa0-e100-80009459e03a,2.169,2.099,2.039,2026-03-12T10:46:42+01:00
51d4b71c-a095-1aa0-e100-80009459e03a,2.099,2.019,1.959,2026-03-12T11:01:55+01:00
51d4b71d-a095-1aa0-e100-80009459e03a,2.179,2.059,1.999,2026-03-12T11:45:32+01:00
51d4b71e-a095-1aa0-e100-80009459e03a,2.109,2.019,1.959,2026-03-12T10:31:30+01:00
51d4b71f-a095-1aa0-e100-80009459e03a,2.079,1.999,1.939,2026-03-12T11:45:32+01:00
51d4b720-a095-1aa0-e100-80009459e03a,2.079,1.999,1.939,2026-03-12T11:31:21+01:00
51d89db1-546b-4360-ac83-bc9fa89f0931,2.089,2.009,1.949,2026-03-12T11:47:34+01:00
51dcba22-11aa-4bc3-8534-8821508c9b60,2.199,2.129,2.069,2026-03-12T11:28:19+01:00
51df69e1-03e1-0f50-e100-80009459e038,2.109,2.019,1.959,2026-03-12T11:18:10+01:00
51df69e2-03e1-0f50-e100-80009459e038,1.989,1.919,1.859,2026-03-12T10:18:19+01:00
51df69e3-03e1-0f50-e100-80009459e038,2.099,2.019,1.959,2026-03-12T11:18:10+01:00
51df69e4-03e1-0f50-e100-80009459e038,2.019,2.019,1.959,2026-03-12T11:47:34+01:00
51e171d0-1a9c-4c97-b301-6940bc0227d7,2.089,2.039,1.979,2026-03-12T11:51:41+01:00
51e1c9a3-74f4-4981-92a0-f5fdc742c7a3,2.099,2.009,1.949,2026-03-12T10:56:52+01:00
51e3908d-b5ee-4cf6-89b1-2cbc4b6c2710,2.139,2.049,1.989,2026-03-12T11:41:28+01:00
51f12ea8-bf1a-4f60-8618-602a22c241e6,2.019,1.979,1.919,2026-03-12T11:27:18+01:00
51f6a340-ed85-450c-8e78-462644ab9858,2.049,1.999,1.939,2026-03-11T17:04:19+01:00
521bf638-e307-40a9-98b2-2bf380ab1675,1.979,1.999,1.939,2026-03-12T11:58:47+01:00
521d466f-14f2-48f2-a5ba-ad0a09a6415d,2.109,2.029,1.969,2026-03-12T11:49:35+01:00
522481a2-4f3c-4065-97a1-4e863a6f198c,2.019,2.019,1.959,2026-03-12T11:38:27+01:00
5224e8f8-9c45-4c40-9f83-0c6df48f40e8,1.989,1.929,1.869,2026-03-12T11:03:57+01:00
5228bcc8-c5ed-0990-e100-80009459e02c,2.019,1.979,1.919,2026-03-12T10:30:29+01:00
52293830-5847-06d0-e100-80009459e02c,2.119,2.039,1.979,2026-03-12T11:32:22+01:00
523249fe-4c60-14f0-e100-80009459e038,2.039,1.929,1.869,2026-03-12T11:49:35+01:00
523fde26-aedd-47e3-a87f-054eaf53d344,2.099,2.019,1.959,2026-03-12T11:09:00+01:00
525df00a-e1ad-4fe1-b591-74cf7599471a,2.089,2.009,1.949,2026-03-12T11:03:57+01:00
5261d4af-9e7b-438d-be11-a92a8f5ddfb1,2.129,2.069,2.009,2026-03-12T10:27:27+01:00
526278c1-0d73-414f-a038-0aa40ad2ace5,2.099,2.019,1.959,2026-03-12T11:43:31+01:00
52659d62-79e6-1060-e100-80009459e03b,2.089,2.019,1.959,2026-03-12T11:45:32+01:00
5280826b-e37d-474a-8640-0044cfa87965,2.109,2.009,1.949,2026-03-12T11:06:58+01:00
5281f5f0-45ec-0b60-e100-80009459e02b,2.119,2.019,1.959,2026-03-12T11:45:32+01:00
52876f93-0faf-41b8-9542-2471bd02be3b,2.099,2.019,1.959,2026-03-12T11:55:45+01:00
528bf776-4c5e-4ccb-a3ee-3555b57b384c,2.109,2.029,1.969,2026-03-12T11:41:28+01:00
528d252a-5379-0810-e100-80009459e039,2.119,2.039,1.979,2026-03-12T11:45:32+01:00
528da962-bd28-4f5d-8bd0-cc01ba9b538c,2.119,2.049,1.989,2026-03-12T11:21:13+01:00
52949517-47e1-0cb0-e100-80009459e02c,2.099,2.019,1.959,2026-03-12T11:18:10+01:00
5298b77e-3d2b-4294-92b4-bf502d6e0be0,2.189,1.999,1.939,2026-03-12T11:48:35+01:00
529b7b56-0ff8-4f37-b116-d3b0144bf207,2.099,2.039,1.979,2026-03-12T11:36:25+01:00
529d392f-f8d2-45a7-bcd4-65b8ff6c8cfe,2.089,1.979,1.919,2026-03-12T11:31:21+01:00
52a183e3-c532-449b-8f5c-1e91f190c2cc,2.019,1.969,1.909,2026-03-12T10:12:13+01:00
52a23abe-c517-4964-ab2b-40986dd654ad,2.119,2.039,1.979,2026-03-12T10:27:27+01:00
52a6d0a7-e9be-41f4-b686-ea0576aa9329,2.049,1.989,1.929,2026-03-12T11:48:35+01:00
52a8039f-60c5-49be-9ddd-91f54298c22c,2.049,2.009,1.949,2026-03-12T10:41:38+01:00
52aad590-4a00-4324-83dc-bbd63fdfaabd,2.149,2.039,1.979,2026-03-12T11:45:32+01:00
52bbd6b9-b34d-48d4-b897-ada44fbe61f0,2.099,2.019,1.959,2026-03-12T11:36:25+01:00
52ca190c-74fe-478d-968b-9c41f6c92961,2.069,1.999,1.939,2026-03-12T10:40:37+01:00
52cfdd1f-bff3-4acc-881d-2fca230ecf25,2.089,2.009,1.949,2026-03-12T11:41:28+01:00
52d4c0d4-925e-4d99-8d94-0b50ad9b7eb1,2.129,2.039,1.979,2026-03-12T11:40:28+01:00
52d4f76d-2246-48da-ab22-1ee2861ea01f,2.099,2.029,1.969,2026-03-12T11:09:00+01:00
52d50542-1fc5-43af-a55e-ea8234a0a398,2.109,2.019,1.959,2026-03-12T10:30:29+01:00
52d87455-b7d6-46e7-bbc8-5b35bfdf6584,1.999,1.949,1.889,2026-03-12T11:53:43+01:00
52dd5ea7-f250-4b66-ae3d-04055ed57bbf,2.109,2.029,1.969,2026-03-12T11:54:44+01:00
52ddaaf7-ff03-4124-a879-f654a983e870,2.099,2.009,1.949,2026-03-12T11:33:23+01:00
52ddc5fb-d58d-4366-25e5-5ab99a9c221d,2.129,2.069,2.009,2026-03-12T11:47:34+01:00
52eb8eee-2ca6-4b7f-a242-5e5ac93c712a,2.119,1.979,1.919,2026-03-12T10:35:33+01:00
52ed69e2-1c00-41c7-9143-308fc6b75fe5,2.149,2.069,2.009,2026-03-12T11:50:37+01:00
52f1e679-abc9-45c7-ae19-0b5e5a73194a,2.119,2.049,1.989,2026-03-12T11:54:44+01:00
52f4a226-c1b3-4edf-a86d-3095eb693662,2.499,2.539,2.479,2026-03-12T08:07:00+01:00
52f57761-80bd-46ab-9b23-d058f6c62950,2.099,2.019,1.989,2026-03-12T11:47:34+01:00
52f6cce4-3bf5-4b21-92d3-656229384186,2.089,2.009,1.949,2026-03-12T11:40:28+01:00
52f843fd-89b4-4b60-9509-c46826b588f9,2.099,2.019,1.959,2026-03-12T10:36:34+01:00
52fb0db0-ceb5-1550-e100-80009459e02b,2.179,2.099,2.039,2026-03-12T10:17:18+01:00
530cb248-0cec-43b6-9057-2d5179deb386,2.089,2.029,1.969,2026-03-12T11:50:37+01:00
530d23f3-c838-4eaf-b6df-65e32432a899,1.979,1.909,1.849,2026-03-12T10:41:38+01:00
530df943-48cb-45bb-b8e4-6cb23aa388d7,1.999,1.959,1.899,2026-03-12T11:58:47+01:00
530edfbf-b06c-4aa7-9e9b-88991d32c1b5,2.119,2.009,1.949,2026-03-12T10:29:29+01:00
530ef0bc-2699-4f6a-993b-7575a1c7edb9,2.099,2.019,1.959,2026-03-12T11:15:08+01:00
5312fc4d-a57a-4fc3-9b74-a997c992f0e1,2.109,2.009,1.949,2026-03-12T11:12:04+01:00
53183aef-1185-4ea0-914a-9e6d093bb49d,2.129,2.049,1.989,2026-03-12T11:21:13+01:00
53234471-3680-0e30-e100-80009459e039,2.099,2.019,1.959,2026-03-12T11:18:10+01:00
53261811-f846-4241-8499-5fe6acf6d95f,2.099,2.029,1.969,2026-03-12T11:36:25+01:00
53279eda-94a2-4e92-adb7-ecf80a1cb5d5,2.079,1.989,1.969,2026-03-12T08:42:39+01:00
532d9abd-babe-4cf0-8fc0-c394ced547cd,2.099,2.029,1.969,2026-03-12T11:52:42+01:00
53300bec-5ed9-45f3-9026-57bc997386e3,2.089,2.009,1.949,2026-03-12T11:55:45+01:00
5332bcf6-8732-4208-b4bf-ba3fab633097,2.079,1.979,1.919,2026-03-12T11:50:37+01:00
53343992-d830-4613-9e8b-f826c541e72c,2.129,2.039,1.979,2026-03-12T10:36:34+01:00
5336de21-fd2d-4821-b4fe-bf89684cdb81,2.049,2.019,1.959,2026-03-12T10:36:34+01:00
5339d99f-d51d-454a-ad6e-142db3e966dc,2.119,2.059,1.999,2026-03-12T11:43:31+01:00
533a7953-42ff-06d0-e100-80009459e039,2.099,2.039,1.979,2026-03-12T11:45:32+01:00
533abf42-a618-4d18-802e-fabdf0429269,2.119,2.049,1.989,2026-03-12T11:24:15+01:00
533b4485-211c-1a10-e100-80009459e03c,2.109,2.019,1.959,2026-03-12T11:45:32+01:00
533b4486-211c-1a10-e100-80009459e03c,2.079,2.019,1.959,2026-03-12T11:32:22+01:00
533ca627-1a6a-4b9c-952b-0d86ae454b88,2.089,2.019,1.959,2026-03-12T10:19:20+01:00
533ce528-5b35-4c73-aa47-2371166bbc4c,2.119,1.999,1.939,2026-03-12T11:55:45+01:00
5341b9a6-6834-4d59-96bf-c4dd723cca41,2.049,2.019,1.959,2026-03-12T11:26:16+01:00
5342d82a-fefd-44c8-a59d-be8111fdb867,2.159,2.079,2.019,2026-03-12T11:51:41+01:00
534427b4-7d3d-09f0-e100-80009459e02b,2.099,2.009,1.949,2026-03-12T11:45:32+01:00
534d03f9-766c-4b3a-55b0-cbbc89e76c44,2.069,1.989,1.969,2026-03-12T11:57:47+01:00
534d7df7-a650-47cd-aad5-5e7d8c9d01cf,2.119,2.039,1.979,2026-03-12T11:55:45+01:00
5357f473-f047-44c6-b569-bab0c1b63305,2.099,2.019,1.959,2026-03-12T10:46:42+01:00
535f3e6b-b324-16a0-e100-80009459e039,2.159,2.079,2.019,2026-03-12T11:45:32+01:00
53613a93-a614-4718-9851-2c8cfa3b5e91,2.099,1.989,1.929,2026-03-12T11:04:57+01:00
536dad71-e074-4130-be14-696c598e2eb1,2.109,2.019,1.959,2026-03-12T10:36:34+01:00
536e086c-5b63-465d-99e6-e4970e6e54ec,2.119,2.019,1.959,2026-03-12T09:12:13+01:00
537a56b9-3cf5-4f67-bfeb-7d0de35aa397,2.119,1.979,1.919,2026-03-12T11:41:28+01:00
537a9e12-883d-4f1f-b7e0-78415f1020a4,2.069,2.039,1.979,2026-03-12T11:26:16+01:00
537d0e7d-cae6-4421-96c9-90728f4d33fc,2.079,2.039,1.979,2026-03-12T11:40:28+01:00
537f855e-95d6-4b71-9d95-9a08bea10874,2.129,2.029,1.969,2026-03-12T11:38:27+01:00
538701d2-9cca-4bdf-a6d0-26c978bde274,2.499,2.619,2.559,2026-03-12T11:58:47+01:00
53878130-e110-4f85-8540-7431dc104304,2.109,2.039,1.979,2026-03-12T11:41:28+01:00
538a08e6-2bbb-4d52-b078-f88ff40abc7c,2.079,2.019,1.959,2026-03-12T11:31:21+01:00
538e77ab-e612-1830-e100-80009459e039,2.179,2.099,2.039,2026-03-12T10:17:18+01:00
5394dbbe-96f1-4ada-8791-e6efb897b242,2.069,1.999,1.939,2026-03-12T11:26:16+01:00
5398fc97-d368-4dd2-801b-7282cbfedba8,2.499,2.619,2.559,2026-03-12T11:58:47+01:00
539d0f05-afab-4d1d-a821-e4d5fc1eaf54,2.129,2.009,1.959,2026-03-12T11:54:44+01:00
53a40ec8-4a9c-459f-812d-27b64f0805ee,2.119,2.019,1.979,2026-03-12T10:51:46+01:00
53a6ae0e-3998-1450-e100-80009459e02b,2.099,2.029,1.969,2026-03-12T10:17:18+01:00
53a8d601-1006-4ad1-bff7-76df8a6547af,2.099,2.009,1.949,2026-03-12T10:27:27+01:00
53a95edd-ebec-42f4-8b04-ce69ebb80d80,2.049,1.999,1.919,2026-03-12T11:31:21+01:00
53ac40a7-60bd-4116-b463-adf3178b9cea,2.099,2.029,1.969,2026-03-12T10:24:25+01:00
53ace41c-0bc3-4e44-8c8e-f3e8f0b0f073,2.089,2.019,1.959,2026-03-12T11:46:33+01:00
53ad9d77-a259-40fc-b868-b79cb77086d8,2.039,2.009,1.949,2026-03-12T11:21:13+01:00
53aedaa7-4e8d-44b6-91fb-39499f9208c4,2.089,2.049,1.989,2026-03-12T11:57:47+01:00
53b30e2f-14d4-42b5-8984-ba3298602d3a,2.129,2.089,2.029,2026-03-12T11:21:13+01:00
53ba4832-0f07-0a60-e100-80009459e03b,2.009,1.939,1.879,2026-03-12T11:03:57+01:00
53baf225-5789-4704-8fab-2257f3192fb5,2.069,1.999,1.939,2026-03-12T11:49:35+01:00
53c2c3fa-46f4-0640-e100-80009459e03c,2.089,1.999,1.939,2026-03-12T11:18:10+01:00
53c6788d-5481-4b1c-82b9-661787358d7b,2.069,1.979,1.919,2026-03-12T11:41:28+01:00
53cf3c91-011f-4326-8f39-7edabc3499bc,2.029,1.979,1.919,2026-03-12T11:55:45+01:00
53d09b93-bda2-4632-8be8-3385b59916a0,2.059,1.979,1.919,2026-03-12T11:58:47+01:00
53d3de9d-0048-4d64-9a30-54934c60f034,2.089,2.019,1.959,2026-03-12T11:31:21+01:00
53e1e50e-dc52-4150-b404-6fcc81eca89c,2.079,2.079,2.019,2026-03-12T11:49:35+01:00
53e623bd-ed0c-4864-a7e3-82174002d79a,2.129,2.049,1.989,2026-03-12T11:45:32+01:00
53e735a0-c1d3-460f-96dd-67b9d2b14398,2.079,2.019,1.959,2026-03-12T11:52:42+01:00
53ea353d-1236-4a62-a005-a475364fb169,2.059,2.009,1.949,2026-03-12T11:53:43+01:00
53f0c29d-1c15-4fbf-84f6-4bbb48b65e2e,2.049,2.009,1.979,2026-03-12T11:43:31+01:00
53f1a72a-a5c9-46a6-82b9-a61873c89fac,2.119,2.089,2.029,2026-03-12T11:41:28+01:00
53f1bb34-8123-4b7a-aa25-94b3a49d82d3,2.089,2.019,1.959,2026-03-12T11:43:31+01:00
53fbbc24-9bf2-4664-bef3-516da91a7b4d,2.089,2.029,1.969,2026-03-12T11:35:25+01:00
5411f559-fecd-4e0a-a236-cd4f320df93c,2.069,2.019,1.969,2026-03-12T11:59:48+01:00
541ebb56-7dd8-4bb9-bf30-c530dacd33e0,2.099,2.019,1.959,2026-03-12T11:54:44+01:00
542101de-45a3-4739-9124-c5b99912e0ad,2.099,1.979,1.959,2026-03-10T06:58:42+01:00
542b5fc1-05da-4941-8aad-ac644268a4ef,2.049,2.009,1.949,2026-03-12T10:02:00+01:00
542f5d00-8790-4f52-a1cb-8780ad9da906,2.089,1.989,1.929,2026-03-12T10:36:34+01:00
5434b21a-44dd-4a5b-9294-42ee7117b036,2.139,2.029,1.969,2026-03-12T11:46:33+01:00
5435878b-9905-49da-8408-76c3cccb4826,2.079,1.999,1.939,2026-03-12T10:27:27+01:00
54386887-7afe-4a13-bca4-51e97b1cfd09,2.209,2.049,1.989,2026-03-12T11:37:26+01:00
543878f2-d7a7-456e-8927-0bac3fefa0cf,2.099,2.019,1.959,2026-03-12T11:36:25+01:00
543fa7b5-0da0-46b6-97ca-3d89aec6dde9,2.139,2.099,2.039,2026-03-12T11:50:37+01:00
54407762-2af9-4bd5-9179-f74dcb994f45,2.129,2.039,1.979,2026-03-12T11:06:58+01:00
54426bf2-3c38-4074-b1d1-bad04e19c6be,2.109,2.039,1.979,2026-03-12T11:44:31+01:00
5442bb1f-0e5d-4e65-acef-fdcba6361238,2.089,2.029,1.969,2026-03-12T11:57:47+01:00
54469fb1-b479-11eb-8b4d-005056a27fa7,2.119,2.069,2.009,2026-03-12T10:02:00+01:00
54487870-c23f-477f-8a74-3f0f8379f89b,2.069,1.959,1.899,2026-03-12T11:44:31+01:00
544b2d87-c3ad-4348-8d2c-3ececc793c2b,2.079,2.029,1.979,2026-03-12T11:57:47+01:00
545134fb-7729-4620-8622-3f48c1c4ef66,2.499,2.559,2.499,2026-03-10T05:57:52+01:00
54519242-9a8f-11ef-8aa0-005056a27fa7,2.099,2.009,1.949,2026-03-12T11:50:37+01:00
545c4b6f-09d8-4e01-8dee-9132b74f6c5d,2.049,2.009,1.949,2026-03-12T11:09:00+01:00
54653788-7857-4a91-baf7-7e58a8145224,2.169,2.069,2.009,2026-03-12T11:41:28+01:00
54666a4e-a914-4f79-8ca8-2a9893267d7e,2.119,2.039,1.979,2026-03-12T11:21:13+01:00
546fe75c-75af-556a-e100-00000630df04,2.189,2.039,1.979,2026-03-12T11:46:33+01:00
54721d8b-0c92-11ec-8abb-005056a27fa7,2.119,2.069,2.009,2026-03-12T11:30:20+01:00
5474e738-81ba-425b-b250-8c7ef737d8e8,2.029,1.979,1.919,2026-03-12T10:32:31+01:00
547898af-d299-4834-a9eb-abff2eb3c20e,2.050,2.000,1.940,2026-03-10T12:09:46+01:00
5478e6ee-7a40-4521-b79a-21b1e004b795,2.179,2.139,2.079,2026-03-12T11:20:12+01:00
547fb27c-fada-4e08-83a1-89ab5114ec74,2.099,1.999,1.949,2026-03-12T11:55:45+01:00
54804c1f-0388-438d-9e4f-196839b7ea0b,2.079,1.999,1.939,2026-03-12T10:45:41+01:00
5480b524-d1d9-411c-b3c4-6867d3358b5e,2.099,2.009,1.949,2026-03-12T10:56:52+01:00
5481a1fe-63df-4c44-be3e-45273e8618e6,2.019,1.929,1.869,2026-03-12T11:53:43+01:00
54870534-81fc-4658-9f64-dcd5a12a9664,2.129,1.989,1.929,2026-03-12T11:46:33+01:00
549c32dc-c6db-4a84-86eb-c0c9a141c635,2.109,1.929,1.869,2026-03-12T11:15:08+01:00
549e94d9-74bb-4ce0-bfcb-f3704af2684a,2.079,2.009,1.949,2026-03-12T11:41:28+01:00
54a737cc-42a1-4caf-9786-575e2212a304,2.099,2.069,2.009,2026-03-12T11:35:25+01:00
54b35da0-0cc4-4f75-826c-18e4f720155d,2.069,1.979,1.929,2026-03-12T11:59:48+01:00
54b611af-31c3-4eb3-9025-d74a85c31638,2.099,2.029,1.969,2026-03-12T11:48:35+01:00
54bcfaa2-d3f3-431c-989b-a71cbfab4dcd,2.229,1.959,1.899,2026-03-12T10:16:18+01:00
54bd99e3-509b-4856-9bda-fa36c5fec806,2.139,2.039,1.979,2026-03-12T10:25:26+01:00
54be9954-da39-4826-9b95-8f8d94566e25,2.159,2.049,1.989,2026-03-12T11:54:44+01:00
54bfeb1e-3c00-4c67-ae58-ca33451f6022,2.109,2.049,1.989,2026-03-12T11:44:31+01:00
54c1f45f-8028-4c9b-ac8a-e58c889c5ed3,2.129,1.999,1.939,2026-03-12T11:09:00+01:00
54c5286f-c8c9-43fb-9afa-2e60587b7cb6,2.079,2.009,1.949,2026-03-12T11:27:18+01:00
54c62237-76f0-4a80-81f8-4c29d62ea04a,2.079,2.019,1.969,2026-03-12T11:52:42+01:00
54c953bf-c74a-4b6e-8a13-fcd047e83162,2.099,2.009,1.949,2026-03-12T11:16:09+01:00
54c96029-1266-49b9-8ead-60537646f028,2.639,2.619,2.559,2026-03-12T11:41:28+01:00
54dae2ff-20b9-4e51-b41d-613b51142430,2.099,2.019,1.959,2026-03-12T11:55:45+01:00
54db36e0-6a57-41a2-a4ce-221cebdfb640,2.049,2.009,1.949,2026-03-12T11:42:29+01:00
54e1af5e-ef21-4696-5448-75a920dee218,2.039,2.009,1.949,2026-03-12T10:45:41+01:00
54ec8895-2196-4a72-b905-706835833c4e,2.149,2.049,1.989,2026-03-12T11:03:57+01:00
54ee99f1-a804-46de-b881-2d939c96f80f,2.139,2.089,2.029,2026-03-12T11:45:32+01:00
54f3db7e-cef5-4a99-ad84-a897d207db85,2.029,1.989,1.929,2026-03-12T10:27:27+01:00
54f6659f-bcfa-4a4c-913f-a993d716e508,2.109,2.019,1.959,2026-03-12T10:02:00+01:00
54f6febc-11e6-4533-afaa-5aa1ed51c402,2.089,2.079,2.029,2026-03-12T11:46:33+01:00
54f92a2b-966e-4885-8621-43615fcb0f25,2.039,2.009,1.949,2026-03-12T11:54:44+01:00
55015191-2114-4a95-86eb-eaf7dd904939,2.109,2.049,1.989,2026-03-12T11:39:27+01:00
550186df-bc4d-474a-8aac-0da2266a545f,2.039,2.009,1.949,2026-03-12T11:43:31+01:00
5506231b-d001-4238-6d89-8ccc7cf069e2,2.079,1.989,1.929,2026-03-12T11:43:31+01:00
550a6665-a57f-4b77-a30a-36c4e72db74d,2.079,2.029,1.969,2026-03-12T11:38:27+01:00
5511a3ad-8e10-4838-8acb-1915927606d9,2.159,2.079,2.019,2026-03-12T11:52:42+01:00
5517052f-5092-4272-80de-7a1e972db2d6,2.089,2.019,1.959,2026-03-12T11:44:31+01:00
551a96b8-9cc1-4726-9279-acfecf1e228b,2.099,2.039,1.979,2026-03-12T11:36:25+01:00
551db894-900d-44f7-905b-a470b7d69f46,2.109,2.029,1.969,2026-03-12T11:26:16+01:00
5521955d-895c-402f-9503-3c6c9548d161,2.099,2.019,1.959,2026-03-12T11:53:43+01:00
5525b741-079a-4705-8aef-4948b32b77c6,2.099,2.029,1.969,2026-03-12T11:44:31+01:00
5531117b-58d8-4ef4-9a4c-48e4a3aba00f,2.099,2.039,1.979,2026-03-12T11:49:35+01:00
55343159-7746-cc44-e100-00000630df04,2.139,2.029,1.969,2026-03-12T11:40:28+01:00
553b599b-8c29-4f48-bd30-a999d7a233a7,2.149,2.059,1.999,2026-03-11T13:55:28+01:00
553d8ae9-a97a-4aeb-aae2-d0ea5277afe1,2.109,2.019,1.959,2026-03-12T11:06:58+01:00
553e6765-1f02-45ee-946d-fbde50c9dc77,2.109,2.029,1.969,2026-03-12T11:41:28+01:00
553e94f7-94a5-4b98-918a-80e063fdcdad,2.129,2.049,1.989,2026-03-12T11:39:27+01:00
554aeca7-4b82-4b5a-b85f-1379e4b23352,2.079,1.979,1.919,2026-03-12T11:21:13+01:00
5553274c-b762-4602-87ca-4dba4f942138,2.089,2.009,1.949,2026-03-12T11:26:16+01:00
555b9057-6f1f-4d49-8856-5cba2b236008,2.129,2.029,1.969,2026-03-12T11:52:42+01:00
555f2b19-601c-4be3-a5b6-bbf3dcfbe1c0,2.129,1.919,1.859,2026-03-12T11:37:26+01:00
55688da0-a560-48b3-9d7f-0313e7901062,2.109,2.049,1.989,2026-03-12T11:52:42+01:00
556cbcef-5c92-4f8f-a4a6-05a3b14059ef,2.109,2.049,2.009,2026-03-12T11:44:31+01:00
5570844d-f41f-42bd-9ddd-2b966e413ff4,2.039,1.999,1.939,2026-03-12T11:55:45+01:00
55766db2-ac6f-4ba7-b434-ba316a752336,2.109,2.019,1.959,2026-03-12T11:59:48+01:00
557843c0-4e47-429e-997d-9e7b9b8e61bb,2.129,2.129,2.069,2026-03-12T11:54:44+01:00
557c8e71-e95a-450c-a960-113738ac3e72,2.109,1.979,1.919,2026-03-12T10:27:27+01:00
557ecc56-172f-4e4f-9e9e-6bd3f640dfc3,2.139,2.079,2.019,2026-03-12T10:49:45+01:00
558627d9-38e9-41a3-90f6-79829827aa6c,1.979,1.969,1.909,2026-03-12T11:44:31+01:00
558d7926-e6e3-403e-9f38-3933d907eb3f,2.009,1.979,1.919,2026-03-12T11:23:14+01:00
559596f2-8cf0-47c3-8b13-b7186df00c9f,2.089,2.019,1.959,2026-03-12T11:46:33+01:00
55968817-dab6-408b-8f9c-61b42de99d31,2.099,2.009,1.949,2026-03-12T11:13:04+01:00
5596f29f-82d0-4bc2-821c-68db55f1ce30,2.069,2.069,2.009,2026-03-12T11:55:45+01:00
